county,office,district,party,candidate,votes
Bradford,Retention of Ricky Polston,Justice of the Supreme Court,NA,UnderVotes,1955
Bradford,Retention of Ricky Polston,Justice of the Supreme Court,NOP,No,3151
Bradford,Retention of Ricky Polston,Justice of the Supreme Court,NOP,Yes,5176
Bradford,Retention of Ross L. Bilbrey,First District Court of Appeal,NA,OverVotes,6
Bradford,Retention of Ross L. Bilbrey,First District Court of Appeal,NA,UnderVotes,2006
Bradford,Retention of Ross L. Bilbrey,First District Court of Appeal,NOP,No,2927
Bradford,Retention of Ross L. Bilbrey,First District Court of Appeal,NOP,Yes,5351
Bradford,Retention of Susan Kelsey,First District Court of Appeal,NA,OverVotes,3
Bradford,Retention of Susan Kelsey,First District Court of Appeal,NA,UnderVotes,2048
Bradford,Retention of Susan Kelsey,First District Court of Appeal,NOP,No,2796
Bradford,Retention of Susan Kelsey,First District Court of Appeal,NOP,Yes,5443
Bradford,U.S. House,3,DEM,Danielle Hawk,1859
Bradford,U.S. House,3,NA,OverVotes,2
Bradford,U.S. House,3,NA,UnderVotes,120
Bradford,U.S. House,3,NPA,Linda S. Brooks,130
Bradford,U.S. House,3,REP,Kat Cammack,8179
Bradford,U.S. Senate,NA,DEM,Val Demings,1942
Bradford,U.S. Senate,NA,LPF,Dennis Misigoy,37
Bradford,U.S. Senate,NA,NA,OverVotes,0
Bradford,U.S. Senate,NA,NA,UnderVotes,77
Bradford,U.S. Senate,NA,NA,WriteinVotes,4
Bradford,U.S. Senate,NA,NPA,Steven B. Grant,55
Bradford,U.S. Senate,NA,NPA,Tuan TQ Nguyen,19
Bradford,U.S. Senate,NA,REP,Marco Rubio,8156
Brevard,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NA,OverVotes,122
Brevard,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NA,UnderVotes,24184
Brevard,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NOP,No for Rejection,97478
Brevard,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NOP,Yes for Approval,146551
Brevard,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NA,OverVotes,98
Brevard,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NA,UnderVotes,26732
Brevard,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NOP,No for Rejection,106264
Brevard,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NOP,Yes for Approval,135241
Brevard,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NA,OverVotes,130
Brevard,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NA,UnderVotes,18150
Brevard,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NOP,No for Rejection,123952
Brevard,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NOP,Yes for Approval,126103
Brevard,Attorney General,NA,DEM,Aramis Ayala,88987
Brevard,Attorney General,NA,NA,OverVotes,31
Brevard,Attorney General,NA,NA,UnderVotes,3959
Brevard,Attorney General,NA,REP,Ashley Moody,175358
Brevard,Barefoot Bay Recreation District (Vote For 3),NA,NA,OverVotes,3
Brevard,Barefoot Bay Recreation District (Vote For 3),NA,NA,UnderVotes,3168
Brevard,Barefoot Bay Recreation District (Vote For 3),NA,NOP,Bruce Amoss,1765
Brevard,Barefoot Bay Recreation District (Vote For 3),NA,NOP,Joseph B Klosky,1470
Brevard,Barefoot Bay Recreation District (Vote For 3),NA,NOP,Lynn Tummolo,1667
Brevard,Barefoot Bay Recreation District (Vote For 3),NA,NOP,Michael R. Morrissey,1200
Brevard,Baytree Community Development District,Group 4,NA,OverVotes,0
Brevard,Baytree Community Development District,Group 4,NA,UnderVotes,99
Brevard,Baytree Community Development District,Group 4,NOP,"Janice ""Jan"" Hill",462
Brevard,Baytree Community Development District,Group 4,NOP,Stu Waldron,143
Brevard,Baytree Community Development District,Group 5,NA,OverVotes,0
Brevard,Baytree Community Development District,Group 5,NA,UnderVotes,146
Brevard,Baytree Community Development District,Group 5,NOP,April Simmons,310
Brevard,Baytree Community Development District,Group 5,NOP,Jeremy Tippey,248
Brevard,Chief Financial Officer,NA,DEM,Adam Hattersley,93923
Brevard,Chief Financial Officer,NA,NA,OverVotes,26
Brevard,Chief Financial Officer,NA,NA,UnderVotes,6644
Brevard,Chief Financial Officer,NA,REP,Jimmy Patronis,167742
Brevard,Commissioner of Agriculture,NA,DEM,Naomi Esther Blemur,94301
Brevard,Commissioner of Agriculture,NA,NA,OverVotes,16
Brevard,Commissioner of Agriculture,NA,NA,UnderVotes,6378
Brevard,Commissioner of Agriculture,NA,REP,Wilton Simpson,167640
Brevard,County Commissioner,2,NA,OverVotes,27
Brevard,County Commissioner,2,NA,UnderVotes,4363
Brevard,County Commissioner,2,NPA,"Dontavious ""Tay Duh Mayuh"" Smith",13960
Brevard,County Commissioner,2,REP,Tom Goodson,37949
Brevard,County Commissioner,4,NA,OverVotes,11
Brevard,County Commissioner,4,NA,UnderVotes,15359
Brevard,County Commissioner,4,NA,WriteinVotes,3717
Brevard,County Commissioner,4,REP,Rob Feltner,43470
Brevard,County Court Judge,Group 4,NA,OverVotes,276
Brevard,County Court Judge,Group 4,NA,UnderVotes,36067
Brevard,County Court Judge,Group 4,NOP,Kimberly Musselman,121427
Brevard,County Court Judge,Group 4,NOP,Renee Torpy,110565
Brevard,Governor,NA,DEM,Crist / Hernandez,95131
Brevard,Governor,NA,LPF,Roos / Rorabaugh,756
Brevard,Governor,NA,NA,OverVotes,52
Brevard,Governor,NA,NA,UnderVotes,830
Brevard,Governor,NA,NPA,Gimenez / Gibson,1004
Brevard,Governor,NA,REP,DeSantis / Nuñez,170562
Brevard,Montecito Community Development District,Seat 5,NA,OverVotes,0
Brevard,Montecito Community Development District,Seat 5,NA,UnderVotes,60
Brevard,Montecito Community Development District,Seat 5,NOP,Joline P. Nivert,137
Brevard,Montecito Community Development District,Seat 5,NOP,Richard Wellman,278
Brevard,Registered Voters,NA,NA,NA,460372
Brevard,Retention of Brian D. Lambert,Fifth District Court of Appeal,NA,OverVotes,167
Brevard,Retention of Brian D. Lambert,Fifth District Court of Appeal,NA,UnderVotes,38557
Brevard,Retention of Brian D. Lambert,Fifth District Court of Appeal,NOP,No,62249
Brevard,Retention of Brian D. Lambert,Fifth District Court of Appeal,NOP,Yes,167362
Brevard,Retention of Carrie Ann Wozniak,Fifth District Court of Appeal,NA,OverVotes,53
Brevard,Retention of Carrie Ann Wozniak,Fifth District Court of Appeal,NA,UnderVotes,38762
Brevard,Retention of Carrie Ann Wozniak,Fifth District Court of Appeal,NOP,No,72101
Brevard,Retention of Carrie Ann Wozniak,Fifth District Court of Appeal,NOP,Yes,157419
Brevard,Retention of Charles T. Canady,Justice of the Supreme Court,NA,OverVotes,135
Brevard,Retention of Charles T. Canady,Justice of the Supreme Court,NA,UnderVotes,32754
Brevard,Retention of Charles T. Canady,Justice of the Supreme Court,NOP,No,79735
Brevard,Retention of Charles T. Canady,Justice of the Supreme Court,NOP,Yes,155711
Brevard,Retention of Dan Traver,Fifth District Court of Appeal,NA,OverVotes,66
Brevard,Retention of Dan Traver,Fifth District Court of Appeal,NA,UnderVotes,39062
Brevard,Retention of Dan Traver,Fifth District Court of Appeal,NOP,No,73531
Brevard,Retention of Dan Traver,Fifth District Court of Appeal,NOP,Yes,155676
Brevard,Retention of James A. Edwards,Fifth District Court of Appeal,NA,OverVotes,58
Brevard,Retention of James A. Edwards,Fifth District Court of Appeal,NA,UnderVotes,39782
Brevard,Retention of James A. Edwards,Fifth District Court of Appeal,NOP,No,72407
Brevard,Retention of James A. Edwards,Fifth District Court of Appeal,NOP,Yes,156088
Brevard,Retention of Jamie Grosshans,Justice of the Supreme Court,NA,OverVotes,137
Brevard,Retention of Jamie Grosshans,Justice of the Supreme Court,NA,UnderVotes,35231
Brevard,Retention of Jamie Grosshans,Justice of the Supreme Court,NOP,No,78264
Brevard,Retention of Jamie Grosshans,Justice of the Supreme Court,NOP,Yes,154703
Brevard,Retention of Jay Cohen,Fifth District Court of Appeal,NA,OverVotes,133
Brevard,Retention of Jay Cohen,Fifth District Court of Appeal,NA,UnderVotes,37600
Brevard,Retention of Jay Cohen,Fifth District Court of Appeal,NOP,No,96302
Brevard,Retention of Jay Cohen,Fifth District Court of Appeal,NOP,Yes,134300
Brevard,Retention of John D. Couriel,Justice of the Supreme Court,NA,OverVotes,77
Brevard,Retention of John D. Couriel,Justice of the Supreme Court,NA,UnderVotes,34521
Brevard,Retention of John D. Couriel,Justice of the Supreme Court,NOP,No,79101
Brevard,Retention of John D. Couriel,Justice of the Supreme Court,NOP,Yes,154636
Brevard,Retention of Jorge Labarga,Justice of the Supreme Court,NA,OverVotes,203
Brevard,Retention of Jorge Labarga,Justice of the Supreme Court,NA,UnderVotes,35490
Brevard,Retention of Jorge Labarga,Justice of the Supreme Court,NOP,No,89468
Brevard,Retention of Jorge Labarga,Justice of the Supreme Court,NOP,Yes,143174
Brevard,Retention of Mary Nardella,Fifth District Court of Appeal,NA,OverVotes,77
Brevard,Retention of Mary Nardella,Fifth District Court of Appeal,NA,UnderVotes,38321
Brevard,Retention of Mary Nardella,Fifth District Court of Appeal,NOP,No,74630
Brevard,Retention of Mary Nardella,Fifth District Court of Appeal,NOP,Yes,155307
Brevard,Retention of Ricky Polston,Justice of the Supreme Court,NA,OverVotes,110
Brevard,Retention of Ricky Polston,Justice of the Supreme Court,NA,UnderVotes,35725
Brevard,Retention of Ricky Polston,Justice of the Supreme Court,NOP,No,82421
Brevard,Retention of Ricky Polston,Justice of the Supreme Court,NOP,Yes,150079
Brevard,School Board,2,NA,OverVotes,22
Brevard,School Board,2,NA,UnderVotes,5003
Brevard,School Board,2,NOP,Erin Dunne,21833
Brevard,School Board,2,NOP,Gene Trent,24909
Brevard,State House,30,NA,OverVotes,1
Brevard,State House,30,NA,UnderVotes,3649
Brevard,State House,30,NA,WriteinVotes,1206
Brevard,State House,30,REP,Chase Tramont,13937
Brevard,State House,33,DEM,Anthony Yantz,30289
Brevard,State House,33,NA,OverVotes,7
Brevard,State House,33,NA,UnderVotes,1266
Brevard,State House,33,REP,Randy Fine,38130
Brevard,State House,34,DEM,Karen Greb,3179
Brevard,State House,34,NA,OverVotes,0
Brevard,State House,34,NA,UnderVotes,287
Brevard,State House,34,REP,Robert Brackett,7224
Brevard,State Senate,8,DEM,Andrea Williams,9343
Brevard,State Senate,8,NA,OverVotes,3
Brevard,State Senate,8,NA,UnderVotes,580
Brevard,State Senate,8,REP,Tommy A. Wright,18774
Brevard,U.S. House,8,DEM,Joanne Terry,95227
Brevard,U.S. House,8,NA,OverVotes,23
Brevard,U.S. House,8,NA,UnderVotes,3318
Brevard,U.S. House,8,REP,Bill Posey,169767
Brevard,U.S. Senate,NA,DEM,Val Demings,98978
Brevard,U.S. Senate,NA,LPF,Dennis Misigoy,1236
Brevard,U.S. Senate,NA,NA,OverVotes,56
Brevard,U.S. Senate,NA,NA,UnderVotes,1000
Brevard,U.S. Senate,NA,NA,WriteinVotes,126
Brevard,U.S. Senate,NA,NPA,Steven B. Grant,1075
Brevard,U.S. Senate,NA,NPA,Tuan TQ Nguyen,631
Brevard,U.S. Senate,NA,REP,Marco Rubio,165233
Broward,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NA,OverVotes,399
Broward,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NA,UnderVotes,69733
Broward,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NOP,No for Rejection,202483
Broward,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NOP,Yes for Approval,328361
Broward,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NA,OverVotes,366
Broward,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NA,UnderVotes,73003
Broward,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NOP,No for Rejection,238081
Broward,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NOP,Yes for Approval,289526
Broward,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NA,OverVotes,297
Broward,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NA,UnderVotes,54897
Broward,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NOP,No for Rejection,197959
Broward,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NOP,Yes for Approval,347705
Broward,Attorney General,NA,DEM,Aramis Ayala,344127
Broward,Attorney General,NA,NA,OverVotes,127
Broward,Attorney General,NA,NA,UnderVotes,11017
Broward,Attorney General,NA,REP,Ashley Moody,245705
Broward,Central Broward Water Control District,Zone 2,NA,OverVotes,0
Broward,Central Broward Water Control District,Zone 2,NA,UnderVotes,2775
Broward,Central Broward Water Control District,Zone 2,NOP,Jake Wolfe,2252
Broward,Central Broward Water Control District,Zone 2,NOP,Susan Coyle,5116
Broward,Chief Financial Officer,NA,DEM,Adam Hattersley,343187
Broward,Chief Financial Officer,NA,NA,OverVotes,60
Broward,Chief Financial Officer,NA,NA,UnderVotes,13769
Broward,Chief Financial Officer,NA,REP,Jimmy Patronis,243960
Broward,Circuit Judge,"17th Judicial Circuit, Group 23",NA,OverVotes,411
Broward,Circuit Judge,"17th Judicial Circuit, Group 23",NA,UnderVotes,121978
Broward,Circuit Judge,"17th Judicial Circuit, Group 23",NOP,Gary M. Farmer Jr,261294
Broward,Circuit Judge,"17th Judicial Circuit, Group 23",NOP,Tania Maria Williams,217293
Broward,Circuit Judge,"17th Judicial Circuit, Group 51",NA,OverVotes,256
Broward,Circuit Judge,"17th Judicial Circuit, Group 51",NA,UnderVotes,109413
Broward,Circuit Judge,"17th Judicial Circuit, Group 51",NOP,Lorena Mastrarrigo,271253
Broward,Circuit Judge,"17th Judicial Circuit, Group 51",NOP,Tamar N. Hamilton,220054
Broward,Commissioner of Agriculture,NA,DEM,Naomi Esther Blemur,345307
Broward,Commissioner of Agriculture,NA,NA,OverVotes,84
Broward,Commissioner of Agriculture,NA,NA,UnderVotes,16784
Broward,Commissioner of Agriculture,NA,REP,Wilton Simpson,238801
Broward,Coral Bay Community Development District,Seat 3,NA,OverVotes,0
Broward,Coral Bay Community Development District,Seat 3,NA,UnderVotes,154
Broward,Coral Bay Community Development District,Seat 3,NOP,Lewis M Horn,369
Broward,Coral Bay Community Development District,Seat 3,NOP,Ronald P Gallucci,491
Broward,County Commissioner,2,DEM,Mark D. Bogen,40335
Broward,County Commissioner,2,NA,OverVotes,22
Broward,County Commissioner,2,NA,UnderVotes,18419
Broward,County Commissioner,2,NA,WriteinVotes,3667
Broward,County Court Judge,Group 15,NA,OverVotes,171
Broward,County Court Judge,Group 15,NA,UnderVotes,112608
Broward,County Court Judge,Group 15,NOP,Chris Marion Brown,252328
Broward,County Court Judge,Group 15,NOP,Suzette O. Hyde,235869
Broward,Governor,NA,DEM,Crist / Hernandez,343286
Broward,Governor,NA,LPF,Roos / Rorabaugh,1331
Broward,Governor,NA,NA,OverVotes,261
Broward,Governor,NA,NA,UnderVotes,2108
Broward,Governor,NA,NPA,Gimenez / Gibson,2752
Broward,Governor,NA,REP,DeSantis / Nuñez,251238
Broward,Plantation Acres Improvement District (Vote For 3),NA,NA,OverVotes,0
Broward,Plantation Acres Improvement District (Vote For 3),NA,NA,UnderVotes,4517
Broward,Plantation Acres Improvement District (Vote For 3),NA,NOP,Dax Joseph Watsky,538
Broward,Plantation Acres Improvement District (Vote For 3),NA,NOP,Jeff Munchick,930
Broward,Plantation Acres Improvement District (Vote For 3),NA,NOP,Jorge Santana,801
Broward,Plantation Acres Improvement District (Vote For 3),NA,NOP,Lance Fein,1077
Broward,Registered Voters,NA,NA,NA,1252776
Broward,Retention of Charles T. Canady,Justice of the Supreme Court,NA,OverVotes,352
Broward,Retention of Charles T. Canady,Justice of the Supreme Court,NA,UnderVotes,74751
Broward,Retention of Charles T. Canady,Justice of the Supreme Court,NOP,No,230041
Broward,Retention of Charles T. Canady,Justice of the Supreme Court,NOP,Yes,295832
Broward,Retention of Cory J. Ciklin,Fourth District Court of Appeal,NA,OverVotes,187
Broward,Retention of Cory J. Ciklin,Fourth District Court of Appeal,NA,UnderVotes,88386
Broward,Retention of Cory J. Ciklin,Fourth District Court of Appeal,NOP,No,191584
Broward,Retention of Cory J. Ciklin,Fourth District Court of Appeal,NOP,Yes,320819
Broward,Retention of Dorian K. Damoorgian,Fourth District Court of Appeal,NA,OverVotes,182
Broward,Retention of Dorian K. Damoorgian,Fourth District Court of Appeal,NA,UnderVotes,90431
Broward,Retention of Dorian K. Damoorgian,Fourth District Court of Appeal,NOP,No,197280
Broward,Retention of Dorian K. Damoorgian,Fourth District Court of Appeal,NOP,Yes,313083
Broward,Retention of Ed Artau,Fourth District Court of Appeal,NA,OverVotes,211
Broward,Retention of Ed Artau,Fourth District Court of Appeal,NA,UnderVotes,86320
Broward,Retention of Ed Artau,Fourth District Court of Appeal,NOP,No,230009
Broward,Retention of Ed Artau,Fourth District Court of Appeal,NOP,Yes,284436
Broward,Retention of Jamie Grosshans,Justice of the Supreme Court,NA,OverVotes,225
Broward,Retention of Jamie Grosshans,Justice of the Supreme Court,NA,UnderVotes,80308
Broward,Retention of Jamie Grosshans,Justice of the Supreme Court,NOP,No,237127
Broward,Retention of Jamie Grosshans,Justice of the Supreme Court,NOP,Yes,283316
Broward,Retention of John D. Couriel,Justice of the Supreme Court,NA,OverVotes,210
Broward,Retention of John D. Couriel,Justice of the Supreme Court,NA,UnderVotes,80009
Broward,Retention of John D. Couriel,Justice of the Supreme Court,NOP,No,239630
Broward,Retention of John D. Couriel,Justice of the Supreme Court,NOP,Yes,281127
